show_id,title,tags
s105,Tayo the Little Bus,"TV Show RobynSlade KamiDesilets SouthKorea 2016 TV-Y Kids'TV KoreanTVShows As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day. "
s106,Angamaly Diaries,"Movie LijoJosePellissery AntonyVarghese ReshmaRajan BinnyRinkyBenjamin VineethVishwam KichuTellus India 2017 TV-14 Action&Adventure Comedies Dramas After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law. "
s107,Bunk'd,"TV Show PeytonList KaranBrar SkaiJackson MirandaMay KevinG.Quinn UnitedStates 2021 TV-G Kids'TV TVComedies The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met. "
s108,A Champion Heart,"Movie DaviddeVos MandyGrace DaviddeVos DonnaRusch DevanKey IsabellaMancuso UnitedStates 2018 G Children&FamilyMovies Dramas When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected. "
s109,Dive Club,"TV Show AubriIbrag Sana'aShaik MiahMadden MercyCornwall Georgia-MayDavis Australia 2021 TV-G Kids'TV TVDramas TeenTVShows On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing. "
s110,La casa de papel,TV Show ÚrsulaCorberó ItziarItuño ÁlvaroMorte PacoTous EnriqueArce Spain 2021 TV-MA CrimeTVShows InternationalTVShows Spanish-LanguageTVShows Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan. 
s111,Money Heist: From Tokyo to Berlin,"TV Show LuisAlfaro JavierGómezSantander 2021 TV-MA Docuseries InternationalTVShows Spanish-LanguageTVShows The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series. "
s112,Sharkdog,"TV Show LiamMitchell DeeBradleyBaker GreyGriffin JoshMcDermitt KariWahlgren UnitedStates Singapore 2021 TV-Y Kids'TV Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure. "
s113,Worth,"Movie SaraColangelo MichaelKeaton StanleyTucci AmyRyan ShunoriRamanathan AtoBlankson-Wood 2021 PG-13 Dramas In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events. "
s114,Afterlife of the Party,Movie StephenHerek VictoriaJustice MidoriFrancis RobynScott AdamGarcia TimothyRenouf 2021 TV-PG Comedies RomanticMovies Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings. 
s115,Anjaam,"Movie RahulRawail MadhuriDixit ShahRukhKhan TinnuAnand JohnyLever KalpanaIyer India 1994 TV-14 Dramas InternationalMovies Thrillers A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge. "
s116,Bright Star,Movie JaneCampion AbbieCornish BenWhishaw PaulSchneider KerryFox EdieMartin UnitedKingdom Australia France 2009 PG Dramas RomanticMovies This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse. 
s117,Dhanak,Movie NageshKukunoor KrrishChhabria HetalGada VipinSharma GulfamKhan SureshMenon India 2015 TV-PG Comedies Dramas IndependentMovies A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation. 
s118,Final Account,Movie LukeHolland UnitedKingdom UnitedStates 2021 PG-13 Documentaries This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich. 
s119,Gurgaon,"Movie ShankerRaman AkshayOberoi PankajTripathi RaginiKhanna AamirBashir ShaliniVatsa India 2017 TV-14 Dramas InternationalMovies Thrillers When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own. "
s120,Here and There,"Movie JPHabac JanineGutierrez JCSantos VictorAnastacio YeshBurce LotlotDeLeon 2020 TV-MA Dramas InternationalMovies RomanticMovies After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic. "
s121,Heroes of Goo Jit Zu,"TV Show JonAllen KellenGoff JoeHernandez KaijiTang Australia 2021 TV-Y7 Kids'TV TVComedies After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers. "
s122,Hotel Del Luna,"TV Show LeeJi-eun YeoJin-goo ShinJung-geun SeoYi-sook BaeHae-sun 2019 TV-14 InternationalTVShows RomanticTVShows TVComedies When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world. "
s123,In the Cut,"Movie JaneCampion MegRyan MarkRuffalo JenniferJasonLeigh NickDamici SharrieffPugh UnitedKingdom Australia France UnitedStates 2003 R Thrillers After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime. "
s124,Luv Kushh,"TV Show 2012 TV-Y7 Kids'TV Based on the last book of the epic Ramayana, this series follows the endeavors and adventures of Lord Rama’s twin sons through their childhood. "
s125,Pororo - The Little Penguin,"TV Show SouthKorea 2013 TV-Y7 Kids'TV KoreanTVShows On a tiny island, Pororo the penguin has fun adventures with his friends Eddy the fox, Loopy the beaver, Poby the polar bear and Crong the dinosaur. "
s126,Q-Force,"TV Show SeanHayes WandaSykes LaurieMetcalf DavidHarbour GaryCole UnitedStates 2021 TV-MA CrimeTVShows TVAction&Adventure TVComedies A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world! "
s127,Shikara,Movie VidhuVinodChopra AadilKhan SadiaKhateeb ZainKhanDurrani PriyanshuChatterjee BhavnaChauhan India 2020 TV-14 Dramas InternationalMovies RomanticMovies A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp. 
s128,A Cinderella Story,Movie MarkRosman HilaryDuff ChadMichaelMurray JenniferCoolidge DanByrd ReginaKing UnitedStates Canada 2004 PG Children&FamilyMovies Comedies Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together? 
s129,Agatha Christie's Crooked House,"Movie GillesPaquet-Brenner GlennClose TerenceStamp MaxIrons GillianAnderson ChristinaHendricks 2017 PG-13 Dramas InternationalMovies Thrillers When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family. "
s130,An Unfinished Life,"Movie LasseHallström RobertRedford JenniferLopez MorganFreeman JoshLucas DamianLewis Germany UnitedStates 2005 PG-13 Dramas A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive. "
s131,Barbie Big City Big Dreams,"Movie ScottPleydell-Pearce AmericaYoung AmberMay GiselleFernandez AlejandroSaab DinoraWalcott 2021 TV-Y Children&FamilyMovies Music&Musicals At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends. "
s132,Blade Runner: The Final Cut,"Movie RidleyScott HarrisonFord RutgerHauer SeanYoung EdwardJamesOlmos M.EmmetWalsh UnitedStates 1982 R Action&Adventure ClassicMovies CultMovies In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants."" "
s133,Brave Animated Series,TV Show TsengYun-fan KaoYun-shuo ChiangChing-yen MengChing-fu HuangBai-wei 2021 TV-MA InternationalTVShows TVAction&Adventure TVComedies A group of superheroes sets out to rid the world of evil — only to realize they may not be standing on the side of justice. Based on a popular comic. 
s134,Chappie,"Movie NeillBlomkamp SharltoCopley HughJackman SigourneyWeaver DevPatel Ninja SouthAfrica UnitedStates 2015 R Action&Adventure Sci-Fi&Fantasy In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence. "
s135,Clear and Present Danger,"Movie PhillipNoyce HarrisonFord WillemDafoe AnneArcher JoaquimdeAlmeida HenryCzerny UnitedStates Mexico 1994 PG-13 Action&Adventure Dramas When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel. "
s136,Cliffhanger,"Movie RennyHarlin SylvesterStallone JohnLithgow MichaelRooker JanineTurner RexLinn UnitedStates Italy France Japan 1993 R Action&Adventure Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers. "
s137,Cold Mountain,"Movie AnthonyMinghella JudeLaw NicoleKidman RenéeZellweger EileenAtkins BrendanGleeson UnitedStates Italy Romania UnitedKingdom 2003 R Dramas RomanticMovies This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm. "
s138,Crocodile Dundee in Los Angeles,"Movie SimonWincer PaulHogan LindaKozlowski JereBurns JonathanBanks AidaTurturro Australia UnitedStates 2001 PG Action&Adventure Comedies When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel. "
s139,Dear John,"Movie LasseHallström ChanningTatum AmandaSeyfried RichardJenkins HenryThomas D.J.Cotrona UnitedStates 2010 PG-13 Dramas RomanticMovies While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together. "
s140,Do the Right Thing,"Movie SpikeLee DannyAiello OssieDavis RubyDee RichardEdson GiancarloEsposito UnitedStates 1989 R ClassicMovies Comedies Dramas On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy. "
s141,"El patrón, radiografía de un crimen",Movie SebastiánSchindel JoaquínFurriel LuisZiembrowski GuillermoPfening MónicaLairana GermándeSilva Argentina Venezuela 2014 TV-MA Dramas InternationalMovies Thrillers A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case. 
s142,Extraction,"Movie StevenC.Miller BruceWillis KellanLutz GinaCarano D.B.Sweeney JoshuaMikel UnitedStates UnitedKingdom Canada 2015 R Action&Adventure When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot. "
s143,Freedom Writers,"Movie RichardLaGravenese HilarySwank PatrickDempsey ScottGlenn ImeldaStaunton AprilL.Hernandez Germany UnitedStates 2007 PG-13 Dramas While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives. "
s144,Green Lantern,Movie MartinCampbell RyanReynolds BlakeLively PeterSarsgaard MarkStrong TimRobbins UnitedStates 2011 PG-13 Action&Adventure Sci-Fi&Fantasy Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat. 
s145,House Party,"Movie ReginaldHudlin ChristopherReid ChristopherMartin RobinHarris TishaCampbell A.J.Johnson UnitedStates 1990 R Comedies CultMovies Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another. "
s146,House Party 2,"Movie GeorgeJackson DougMcHenry ChristopherReid ChristopherMartin MartinLawrence BowleggedLou PaulAnthony UnitedStates 1991 R Comedies CultMovies Music&Musicals Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash. "
s147,House Party 3,"Movie EricMeza ChristopherReid ChristopherMartin TishaCampbell DavidEdwards AngelaMeans UnitedStates 1994 R Comedies Music&Musicals After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications. "
s148,How to Be a Cowboy,"TV Show 2021 TV-PG RealityTV Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive — and now he's teaching the world how to cowboy right, ol' son. "
s149,HQ Barbers,"TV Show GerhardMostert HakeemKae-Kazim ChiomaOmeruah OrukotanAdejola FloraChiedo EmekaNwagbaraocha 2020 TV-14 TVShows When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business. "
s150,I Got the Hook Up,"Movie MichaelMartin MasterP AnthonyJohnson GretchenPalmer FrantzTurner RichardKeats UnitedStates 1998 R Action&Adventure Comedies After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van. "
s151,In Too Deep,"Movie MichaelRymer OmarEpps LLCoolJ NiaLong StanleyTucci PamGrier UnitedStates 1999 R Thrillers Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder. "
s152,Initial D,"Movie AndrewLauWai-keung AlanMak JayChou AnneSuzuki EdisonChen AnthonyWongChau-sang ShawnYue China HongKong 2005 TV-14 Action&Adventure InternationalMovies By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel. "
